R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:11769
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:11772
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:11773
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:11976
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:1246
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:1247
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:13433
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:1550
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:17978
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:18481
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:18625
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:18750
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:20859
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:21144
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:218
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:2188
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:2197
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:2198
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:2201
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:2209
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:2210
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:2211
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:2212
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:2213
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:23216
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:24464
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:25676
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:303
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:3219
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:3327
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:3602
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:3603
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:3604
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:6664
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:6717
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:6768
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:6769
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:851
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:869
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:9081
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:930
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:9349
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:9721
R101.1_Ehlers Danlos syndrome with a likely monogenic cause_P	Ehlers Danlos syndrome with a likely monogenic cause_3.0	HGNC:9722
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:1067
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:10706
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:11219
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:12774
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:13520
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:14006
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:1514
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:1546
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:15625
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:16644
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:17321
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:17978
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:18169
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:18345
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:18856
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:19316
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:2197
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:2198
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:2232
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:2379
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:25535
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:25676
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:26887
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:30594
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:438
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:6305
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:6697
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:7882
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:8548
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:8824
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:9082
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:9091
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:9255
R102.1_Osteogenesis imperfecta_P	Osteogenesis imperfecta_4.0	HGNC:930
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:10257
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:10303
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:10472
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:10524
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:1067
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:1069
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:10706
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:1077
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:10771
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:10778
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:10818
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:10825
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:10853
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:10896
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:10933
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:10955
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:10994
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:11019
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:11102
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:11111
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:11153
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:11204
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:11219
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:11559
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:11582
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:11594
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:11602
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:11603
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:11604
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:11605
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:11609
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:11647
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:11654
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:11730
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:11766
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:11768
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:11773
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:11908
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:11909
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:11926
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:12305
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:12340
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:124
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:12428
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:12449
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:1260
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:12679
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:12771
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:12774
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:12775
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:12784
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:12786
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:12831
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:12856
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:12877
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:13201
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:13210
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:13243
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:13315
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:13398
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:13520
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:13556
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:13655
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:1373
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:13771
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:14006
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:14234
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:14263
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:14313
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:14450
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:14631
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:14938
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:1494
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:14974
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:1514
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:15456
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:1546
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:15492
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:15516
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:15517
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:15625
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:15672
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:15808
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:15901
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:15924
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:15977
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:15979
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:16068
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:16075
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:16400
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:16461
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:16644
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:16873
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:17042
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:171
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:17109
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:17151
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:17198
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:17213
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:17264
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:17321
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:1739
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:17582
R104.3_Skeletal dysplasia_P	Skeletal dysplasia_4.0	HGNC:1762
